"Product","product_map"
"IS3-like element ISBcen7 family transposase","A21424"
"IS3-like element ISBcen9 family transposase","A21398"
"IS3-like element ISBj3 family transposase","A43218"
"IS3-like element ISBlo10 family transposase","A42470"
"IS3-like element ISBlo11 family transposase","A38232"
"IS3-like element ISBlo9 family transposase","A42469"
"IS3-like element ISBm2 family transposase","A43855"
"IS3-like element ISBmu11 family transposase","A37476"
"IS3-like element ISBmu5 family transposase","A24820"
"IS3-like element ISBmu6 family transposase","A51587"
"IS3-like element ISBope1 family transposase","A61500"
"IS3-like element ISBp1 family transposase","A34807"
"IS3-like element ISBph1 family transposase","A43501"
"IS3-like element ISBps1 family transposase","A23618"
"IS3-like element ISBps2 family transposase","A30429"
"IS3-like element ISBsp3 family transposase","A51406"
"IS3-like element ISBsu1 family transposase","A52240"
"IS3-like element ISBt2 family transposase","A27878"
"IS3-like element ISBth10 family transposase","A18156"
"IS3-like element ISBth167 family transposase","A18151"
"IS3-like element ISBth8 family transposase","A18157"
"IS3-like element ISBugl1 family transposase","A32328"
"IS3-like element ISButh1 family transposase","A22160"
"IS3-like element ISButh2 family transposase","A22157"
"IS3-like element ISBvi3 family transposase","A61474"
"IS3-like element ISBvi4 family transposase","A50377"
"IS3-like element ISBvi7 family transposase","A37726"
"IS3-like element ISBxe1 family transposase","A40860"
"IS3-like element ISBxe2 family transposase","A62346"
"IS3-like element ISCb3 family transposase","A36847"
"IS3-like element ISCb4 family transposase","A22554"
"IS3-like element ISCc3 family transposase","A40559"
"IS3-like element ISCce3 family transposase","A71052"
"IS3-like element ISCce4 family transposase","A71050"
"IS3-like element ISCfr6 family transposase","A35162"
"IS3-like element ISClsp1 family transposase","A70782"
"IS3-like element ISClte1 family transposase","A56448"
"IS3-like element ISCod1 family transposase","A21238"
"IS3-like element ISCpe6 family transposase","A60230"
"IS3-like element ISCpr2 family transposase","A71068"
"IS3-like element ISCps2 family transposase","A51796"
"IS3-like element ISCps3 family transposase","A51795"
"IS3-like element ISCps9 family transposase","A51798"
"IS3-like element ISCte3 family transposase","A27286"
"IS3-like element ISCysp23 family transposase","A66585"
"IS3-like element ISD1 family transposase","A66616"
"IS3-like element ISDba1 family transposase","A56929"
"IS3-like element ISDde2 family transposase","A55592"
"IS3-like element ISDde4 family transposase","A55595"
"IS3-like element ISDds1 family transposase","A61721"
"IS3-like element ISDet2 family transposase","A62616"
"IS3-like element ISDha6 family transposase","A51662"
"IS3-like element ISDha7 family transposase","A51648"
"IS3-like element ISDps1 family transposase","A71115"
"IS3-like element ISDsh1 family transposase","A61385"
"IS3-like element ISDsh2 family transposase","A61376"
"IS3-like element ISDsp1 family transposase","A35069"
"IS3-like element ISDsp2 family transposase","A50848"
"IS3-like element ISDsp4 family transposase","A45428"
"IS3-like element ISDvu2 family transposase","A66617"
"IS3-like element ISDvu3 family transposase","A34436"
"IS3-like element ISEal1 family transposase","A45173"
"IS3-like element ISEc14 family transposase","A13368"
"IS3-like element ISEc15 family transposase","A26077"
"IS3-like element ISEc16 family transposase","A24739"
"IS3-like element ISEc24 family transposase","A24737"
"IS3-like element ISEc25 family transposase","A43871"
"IS3-like element ISEc27 family transposase","A24764"
"IS3-like element ISEc31 family transposase","A19876"
"IS3-like element ISEc36 family transposase","A14214"
"IS3-like element ISEc48 family transposase","A29651"
"IS3-like element ISEc52 family transposase","A8208"
"IS3-like element ISEca11 family transposase","A42211"
"IS3-like element ISEcB1 family transposase","A27679"
"IS3-like element ISEcl1 family transposase","A36764"
"IS3-like element ISEfa10 family transposase","A42965"
"IS3-like element ISEfa8 family transposase","A22790"
"IS3-like element ISEhe4 family transposase","A57268"
"IS3-like element ISEli1 family transposase","A40887"
"IS3-like element ISElsp1 family transposase","A42690"
"IS3-like element ISEnfa3 family transposase","A22787"
"IS3-like element ISEnfa5 family transposase","A38096"
"IS3-like element ISErh1 family transposase","A37534"
"IS3-like element ISErh6 family transposase","A37536"
"IS3-like element ISFjo2 family transposase","A43065"
"IS3-like element ISFnu8 family transposase","A41472"
"IS3-like element ISGau1 family transposase","A60559"
"IS3-like element ISGau2 family transposase","A60560"
"IS3-like element ISGau3 family transposase","A60561"
"IS3-like element ISGau4 family transposase","A60562"
"IS3-like element ISGbe1 family transposase","A31533"
"IS3-like element ISGbe2 family transposase","A31532"
"IS3-like element ISGdi11 family transposase","A61486"
"IS3-like element ISGdi14 family transposase","A61492"
"IS3-like element ISGlo1 family transposase","A63120"
"IS3-like element ISGlo6 family transposase","A63121"
"IS3-like element ISGme7 family transposase","A71435"
"IS3-like element ISGmo1 family transposase","A34057"
"IS3-like element ISGur10 family transposase","A70975"
"IS3-like element ISGur5 family transposase","A70981"
"IS3-like element ISGur6 family transposase","A70988"
"IS3-like element ISGvi5 family transposase","A69338"
"IS3-like element ISGxy1 family transposase","A36651"
"IS3-like element ISHaha3 family transposase","A55511"
"IS3-like element ISHaha4 family transposase","A61353"
"IS3-like element ISHahy2 family transposase","A52548"
"IS3-like element ISHahy4 family transposase","A52547"
"IS3-like element ISHar7 family transposase","A50667"
"IS3-like element ISHha1 family transposase","A62198"
"IS3-like element ISHin1 family transposase","A31899"
"IS3-like element ISHor1 family transposase","A66267"
"IS3-like element ISIlo12 family transposase","A57406"
"IS3-like element ISKol4 family transposase","A45046"
"IS3-like element ISKol7 family transposase","A45056"
"IS3-like element ISKol9 family transposase","A45053"
"IS3-like element ISKpn1 family transposase","A17671"
"IS3-like element ISKpn10 family transposase","A38034"
"IS3-like element ISKpn11 family transposase","A30912"
"IS3-like element ISKpn18 family transposase","A21190"
"IS3-like element ISKpn20 family transposase","A27876"
"IS3-like element ISKpn34 family transposase","A8339"
"IS3-like element ISKpn37 family transposase","A27184"
"IS3-like element ISKpn38 family transposase","A8513"
"IS3-like element ISKpn8 family transposase","A7842"
"IS3-like element ISL1 family transposase","A29814"
"IS3-like element ISL6 family transposase","A29436"
"IS3-like element ISLca1 family transposase","A61680"
"IS3-like element ISLgar1 family transposase","A44023"
"IS3-like element ISLhe6 family transposase","A41051"
"IS3-like element ISLla3 family transposase","A21896"
"IS3-like element ISLmo1 family transposase","A36332"
"IS3-like element ISLpn7 family transposase","A30827"
"IS3-like element ISLpn8 family transposase","A34549"
"IS3-like element ISLsa2 family transposase","A42873"
"IS3-like element ISMamg1 family transposase","A57827"
"IS3-like element ISMaq1 family transposase","A71390"
"IS3-like element ISMaq2 family transposase","A56857"
"IS3-like element ISMasp3 family transposase","A63945"
"IS3-like element ISMca2 family transposase","A57144"
"IS3-like element ISMca3 family transposase","A57145"
"IS3-like element ISMca4 family transposase","A57146"
"IS3-like element ISMch1 family transposase","A43012"
"IS3-like element ISMch3 family transposase","A43014"
"IS3-like element ISMch5 family transposase","A43016"
"IS3-like element ISMdi16 family transposase","A30257"
"IS3-like element ISMdi3 family transposase","A30210"
"IS3-like element ISMdi5 family transposase","A30256"
"IS3-like element ISMesi1 family transposase","A33173"
"IS3-like element ISMex1 family transposase","A43013"
"IS3-like element ISMex11 family transposase","A30225"
"IS3-like element ISMex16 family transposase","A30259"
"IS3-like element ISMex33 family transposase","A43847"
"IS3-like element ISMex37 family transposase","A43845"
"IS3-like element ISMex5 family transposase","A30250"
"IS3-like element ISMex7 family transposase","A43846"
"IS3-like element ISMlo4 family transposase","A32281"
"IS3-like element ISMmy2 family transposase","A24223"
"IS3-like element ISMmy3 family transposase","A58707"
"IS3-like element ISMno31 family transposase","A66521"
"IS3-like element ISMpe1 family transposase","A61412"
"IS3-like element ISMra1 family transposase","A30950"
"IS3-like element ISMra4 family transposase","A44507"
"IS3-like element ISMsi2 family transposase","A64073"
"IS3-like element ISMsi4 family transposase","A64076"
"IS3-like element ISMsi5 family transposase","A64078"
"IS3-like element ISMsm1 family transposase","A42415"
"IS3-like element ISMsm7 family transposase","A42407"
"IS3-like element ISMtsp18 family transposase","A50821"
"IS3-like element ISMtsp5 family transposase","A50808"
"IS3-like element ISMxa1 family transposase","A51782"
"IS3-like element ISMxa2 family transposase","A43694"
"IS3-like element ISMyma1 family transposase","A50771"
"IS3-like element ISMyma3 family transposase","A62579"
"IS3-like element ISMysp3 family transposase","A44031"
"IS3-like element ISNeu4 family transposase","A61613"
"IS3-like element ISNieu2 family transposase","A43370"
"IS3-like element ISNieu3 family transposase","A43369"
"IS3-like element ISNmu1 family transposase","A42088"
"IS3-like element ISNmu2 family transposase","A42085"
"IS3-like element ISNmu3 family transposase","A42084"
"IS3-like element ISNoc1 family transposase","A56328"
"IS3-like element ISPa133 family transposase","A52481"
"IS3-like element ISPa20 family transposase","A30312"
"IS3-like element ISPa31 family transposase","A51731"
"IS3-like element ISPa32 family transposase","A19719"
"IS3-like element ISPa39 family transposase","A36058"
"IS3-like element ISPa56 family transposase","A55456"
"IS3-like element ISPa57 family transposase","A58677"
"IS3-like element ISPae1 family transposase","A63131"
"IS3-like element ISPam3 family transposase","A43571"
"IS3-like element ISPar1 family transposase","A41093"
"IS3-like element ISPar2 family transposase","A41095"
"IS3-like element ISPbe1 family transposase","A63958"
"IS3-like element ISPca2 family transposase","A46003"
"IS3-like element ISPeat2 family transposase","A39786"
"IS3-like element ISPen2 family transposase","A38816"
"IS3-like element ISPfr10 family transposase","A41563"
"IS3-like element ISPfr11 family transposase","A36092"
"IS3-like element ISPfr12 family transposase","A33878"
"IS3-like element ISPfr13 family transposase","A42319"
"IS3-like element ISPg5 family transposase","A38"
"IS3-like element ISPin2 family transposase","A42662"
"IS3-like element ISPin3 family transposase","A42663"
"IS3-like element ISPlsp1 family transposase","A46324"
"IS3-like element ISPpr7 family transposase","A69404"
"IS3-like element ISPpu22 family transposase","A60711"
